,Inputs,Outputs,Output Class,Inputs 0,Inputs 1,Inputs 2,Inputs 3,Inputs 4
7744,"[7, 1, 7, 10, 10]",5.0,10,7,1,7,10,10
7745,"[5, 1, 10, 9, 10]",5.0,10,5,1,10,9,10
7746,"[8, 9, 9, 8, 3]",1.5,2,8,9,9,8,3
7747,"[1, 8, 6, 4, 9]",4.5,8,1,8,6,4,9
7748,"[5, 9, 6, 10, 8]",4.0,7,5,9,6,10,8
7749,"[9, 3, 5, 2, 1]",0.5,0,9,3,5,2,1
7750,"[4, 5, 3, 5, 3]",1.5,2,4,5,3,5,3
7751,"[2, 8, 6, 8, 9]",4.5,8,2,8,6,8,9
7752,"[5, 3, 10, 3, 2]",1.0,1,5,3,10,3,2
7753,"[5, 4, 2, 6, 7]",3.5,6,5,4,2,6,7
7754,"[3, 2, 2, 6, 5]",2.5,4,3,2,2,6,5
7755,"[10, 8, 5, 1, 6]",3.0,5,10,8,5,1,6
7756,"[5, 4, 3, 2, 6]",3.0,5,5,4,3,2,6
7757,"[10, 9, 6, 8, 10]",5.0,10,10,9,6,8,10
7758,"[6, 2, 6, 8, 9]",4.5,8,6,2,6,8,9
7759,"[5, 9, 10, 1, 2]",1.0,1,5,9,10,1,2
7760,"[2, 5, 4, 3, 6]",3.0,5,2,5,4,3,6
7761,"[2, 1, 3, 1, 7]",3.5,6,2,1,3,1,7
7762,"[1, 8, 6, 1, 7]",3.5,6,1,8,6,1,7
7763,"[7, 1, 5, 8, 7]",3.5,6,7,1,5,8,7
7764,"[7, 7, 8, 10, 3]",1.5,2,7,7,8,10,3
7765,"[9, 9, 10, 10, 5]",2.5,4,9,9,10,10,5
7766,"[8, 9, 10, 7, 8]",4.0,7,8,9,10,7,8
7767,"[4, 4, 7, 6, 5]",2.5,4,4,4,7,6,5
7768,"[4, 8, 4, 5, 4]",2.0,3,4,8,4,5,4
7769,"[3, 2, 7, 3, 4]",2.0,3,3,2,7,3,4
7770,"[2, 10, 9, 8, 1]",0.5,0,2,10,9,8,1
7771,"[6, 1, 9, 4, 9]",4.5,8,6,1,9,4,9
7772,"[5, 5, 7, 8, 6]",3.0,5,5,5,7,8,6
7773,"[1, 7, 10, 7, 4]",2.0,3,1,7,10,7,4
7774,"[2, 3, 5, 3, 10]",5.0,10,2,3,5,3,10
7775,"[6, 8, 1, 5, 3]",1.5,2,6,8,1,5,3
7776,"[10, 2, 1, 10, 1]",0.5,0,10,2,1,10,1
7777,"[3, 4, 7, 10, 3]",1.5,2,3,4,7,10,3
7778,"[10, 10, 7, 1, 4]",2.0,3,10,10,7,1,4
7779,"[6, 6, 2, 1, 1]",0.5,0,6,6,2,1,1
7780,"[5, 2, 6, 10, 5]",2.5,4,5,2,6,10,5
7781,"[10, 3, 7, 8, 4]",2.0,3,10,3,7,8,4
7782,"[8, 4, 5, 9, 1]",0.5,0,8,4,5,9,1
7783,"[2, 3, 9, 9, 4]",2.0,3,2,3,9,9,4
7784,"[1, 10, 7, 5, 4]",2.0,3,1,10,7,5,4
7785,"[9, 7, 2, 7, 8]",4.0,7,9,7,2,7,8
7786,"[6, 10, 3, 2, 8]",4.0,7,6,10,3,2,8
7787,"[4, 5, 5, 3, 4]",2.0,3,4,5,5,3,4
7788,"[3, 1, 7, 4, 3]",1.5,2,3,1,7,4,3
7789,"[3, 3, 6, 3, 4]",2.0,3,3,3,6,3,4
7790,"[4, 8, 9, 1, 9]",4.5,8,4,8,9,1,9
7791,"[4, 9, 10, 7, 1]",0.5,0,4,9,10,7,1
7792,"[2, 8, 4, 6, 6]",3.0,5,2,8,4,6,6
7793,"[4, 6, 2, 1, 7]",3.5,6,4,6,2,1,7
7794,"[4, 10, 4, 4, 7]",3.5,6,4,10,4,4,7
7795,"[2, 6, 7, 4, 4]",2.0,3,2,6,7,4,4
7796,"[2, 4, 8, 7, 5]",2.5,4,2,4,8,7,5
7797,"[8, 9, 4, 5, 3]",1.5,2,8,9,4,5,3
7798,"[2, 8, 4, 5, 3]",1.5,2,2,8,4,5,3
7799,"[5, 6, 9, 9, 8]",4.0,7,5,6,9,9,8
7800,"[8, 9, 1, 3, 2]",1.0,1,8,9,1,3,2
7801,"[2, 2, 2, 9, 1]",0.5,0,2,2,2,9,1
7802,"[6, 10, 9, 1, 8]",4.0,7,6,10,9,1,8
7803,"[10, 9, 1, 3, 5]",2.5,4,10,9,1,3,5
7804,"[1, 1, 6, 4, 1]",0.5,0,1,1,6,4,1
7805,"[9, 6, 10, 10, 9]",4.5,8,9,6,10,10,9
7806,"[4, 8, 4, 4, 5]",2.5,4,4,8,4,4,5
7807,"[5, 7, 5, 7, 10]",5.0,10,5,7,5,7,10
7808,"[9, 9, 8, 9, 10]",5.0,10,9,9,8,9,10
7809,"[3, 4, 3, 3, 5]",2.5,4,3,4,3,3,5
7810,"[1, 6, 3, 4, 8]",4.0,7,1,6,3,4,8
7811,"[3, 2, 10, 9, 8]",4.0,7,3,2,10,9,8
7812,"[5, 6, 5, 4, 2]",1.0,1,5,6,5,4,2
7813,"[7, 9, 4, 3, 3]",1.5,2,7,9,4,3,3
7814,"[10, 3, 5, 9, 9]",4.5,8,10,3,5,9,9
7815,"[8, 9, 8, 9, 7]",3.5,6,8,9,8,9,7
7816,"[5, 6, 2, 1, 7]",3.5,6,5,6,2,1,7
7817,"[1, 6, 9, 8, 1]",0.5,0,1,6,9,8,1
7818,"[4, 3, 5, 9, 1]",0.5,0,4,3,5,9,1
7819,"[9, 6, 5, 8, 5]",2.5,4,9,6,5,8,5
7820,"[1, 3, 6, 7, 6]",3.0,5,1,3,6,7,6
7821,"[9, 6, 6, 5, 1]",0.5,0,9,6,6,5,1
7822,"[6, 8, 3, 9, 5]",2.5,4,6,8,3,9,5
7823,"[9, 2, 10, 8, 5]",2.5,4,9,2,10,8,5
7824,"[9, 10, 4, 2, 6]",3.0,5,9,10,4,2,6
7825,"[7, 5, 7, 10, 1]",0.5,0,7,5,7,10,1
7826,"[10, 10, 7, 4, 1]",0.5,0,10,10,7,4,1
7827,"[1, 2, 6, 7, 9]",4.5,8,1,2,6,7,9
7828,"[6, 7, 9, 1, 5]",2.5,4,6,7,9,1,5
7829,"[3, 5, 1, 4, 4]",2.0,3,3,5,1,4,4
7830,"[5, 3, 4, 7, 7]",3.5,6,5,3,4,7,7
7831,"[5, 5, 6, 2, 8]",4.0,7,5,5,6,2,8
7832,"[4, 5, 6, 1, 8]",4.0,7,4,5,6,1,8
7833,"[8, 6, 4, 4, 1]",0.5,0,8,6,4,4,1
7834,"[2, 2, 7, 1, 10]",5.0,10,2,2,7,1,10
7835,"[7, 8, 10, 9, 3]",1.5,2,7,8,10,9,3
7836,"[10, 2, 9, 2, 10]",5.0,10,10,2,9,2,10
7837,"[10, 2, 3, 6, 3]",1.5,2,10,2,3,6,3
7838,"[6, 4, 10, 1, 2]",1.0,1,6,4,10,1,2
7839,"[7, 2, 8, 4, 7]",3.5,6,7,2,8,4,7
7840,"[5, 4, 10, 1, 8]",4.0,7,5,4,10,1,8
7841,"[2, 9, 6, 8, 4]",2.0,3,2,9,6,8,4
7842,"[10, 2, 1, 4, 8]",4.0,7,10,2,1,4,8
7843,"[10, 9, 7, 3, 1]",0.5,0,10,9,7,3,1
7844,"[1, 10, 10, 6, 8]",4.0,7,1,10,10,6,8
7845,"[7, 10, 10, 8, 7]",3.5,6,7,10,10,8,7
7846,"[3, 10, 9, 10, 9]",4.5,8,3,10,9,10,9
7847,"[5, 2, 6, 4, 7]",3.5,6,5,2,6,4,7
7848,"[9, 3, 8, 8, 9]",4.5,8,9,3,8,8,9
7849,"[9, 3, 9, 6, 8]",4.0,7,9,3,9,6,8
7850,"[7, 7, 5, 9, 6]",3.0,5,7,7,5,9,6
7851,"[4, 5, 4, 9, 10]",5.0,10,4,5,4,9,10
7852,"[5, 4, 7, 8, 2]",1.0,1,5,4,7,8,2
7853,"[4, 5, 8, 9, 9]",4.5,8,4,5,8,9,9
7854,"[2, 10, 6, 9, 3]",1.5,2,2,10,6,9,3
7855,"[7, 6, 2, 2, 9]",4.5,8,7,6,2,2,9
7856,"[5, 4, 7, 2, 2]",1.0,1,5,4,7,2,2
7857,"[4, 9, 7, 6, 10]",5.0,10,4,9,7,6,10
7858,"[10, 10, 6, 10, 3]",1.5,2,10,10,6,10,3
7859,"[7, 10, 10, 8, 1]",0.5,0,7,10,10,8,1
7860,"[2, 9, 5, 6, 7]",3.5,6,2,9,5,6,7
7861,"[8, 9, 9, 1, 4]",2.0,3,8,9,9,1,4
7862,"[5, 9, 5, 2, 3]",1.5,2,5,9,5,2,3
7863,"[8, 5, 6, 3, 10]",5.0,10,8,5,6,3,10
7864,"[6, 1, 8, 10, 9]",4.5,8,6,1,8,10,9
7865,"[9, 1, 6, 9, 10]",5.0,10,9,1,6,9,10
7866,"[5, 9, 6, 4, 7]",3.5,6,5,9,6,4,7
7867,"[8, 9, 8, 7, 10]",5.0,10,8,9,8,7,10
7868,"[9, 6, 8, 3, 4]",2.0,3,9,6,8,3,4
7869,"[10, 4, 5, 10, 10]",5.0,10,10,4,5,10,10
7870,"[4, 4, 2, 9, 3]",1.5,2,4,4,2,9,3
7871,"[4, 4, 9, 1, 2]",1.0,1,4,4,9,1,2
7872,"[5, 1, 2, 2, 3]",1.5,2,5,1,2,2,3
7873,"[4, 4, 1, 3, 9]",4.5,8,4,4,1,3,9
7874,"[4, 1, 3, 7, 2]",1.0,1,4,1,3,7,2
7875,"[1, 9, 9, 8, 5]",2.5,4,1,9,9,8,5
7876,"[10, 6, 7, 2, 6]",3.0,5,10,6,7,2,6
7877,"[9, 8, 1, 2, 7]",3.5,6,9,8,1,2,7
7878,"[6, 8, 5, 4, 5]",2.5,4,6,8,5,4,5
7879,"[1, 9, 6, 8, 3]",1.5,2,1,9,6,8,3
7880,"[7, 5, 10, 9, 6]",3.0,5,7,5,10,9,6
7881,"[10, 9, 5, 2, 6]",3.0,5,10,9,5,2,6
7882,"[9, 4, 8, 1, 9]",4.5,8,9,4,8,1,9
7883,"[6, 9, 9, 9, 3]",1.5,2,6,9,9,9,3
7884,"[10, 9, 10, 8, 10]",5.0,10,10,9,10,8,10
7885,"[10, 7, 9, 1, 2]",1.0,1,10,7,9,1,2
7886,"[3, 8, 7, 1, 6]",3.0,5,3,8,7,1,6
7887,"[2, 5, 3, 4, 3]",1.5,2,2,5,3,4,3
7888,"[3, 8, 8, 7, 6]",3.0,5,3,8,8,7,6
7889,"[2, 1, 7, 10, 6]",3.0,5,2,1,7,10,6
7890,"[1, 2, 7, 3, 4]",2.0,3,1,2,7,3,4
7891,"[1, 6, 4, 10, 8]",4.0,7,1,6,4,10,8
7892,"[1, 6, 7, 8, 10]",5.0,10,1,6,7,8,10
7893,"[6, 5, 5, 7, 10]",5.0,10,6,5,5,7,10
7894,"[3, 10, 2, 8, 1]",0.5,0,3,10,2,8,1
7895,"[2, 8, 2, 10, 7]",3.5,6,2,8,2,10,7
7896,"[8, 2, 6, 2, 1]",0.5,0,8,2,6,2,1
7897,"[10, 2, 5, 5, 7]",3.5,6,10,2,5,5,7
7898,"[6, 5, 7, 4, 7]",3.5,6,6,5,7,4,7
7899,"[3, 2, 9, 5, 9]",4.5,8,3,2,9,5,9
7900,"[1, 4, 5, 9, 8]",4.0,7,1,4,5,9,8
7901,"[6, 6, 8, 5, 2]",1.0,1,6,6,8,5,2
7902,"[4, 9, 1, 7, 10]",5.0,10,4,9,1,7,10
7903,"[8, 9, 7, 2, 2]",1.0,1,8,9,7,2,2
7904,"[9, 1, 2, 4, 6]",3.0,5,9,1,2,4,6
7905,"[8, 2, 1, 5, 4]",2.0,3,8,2,1,5,4
7906,"[1, 2, 2, 5, 9]",4.5,8,1,2,2,5,9
7907,"[10, 2, 2, 3, 4]",2.0,3,10,2,2,3,4
7908,"[3, 7, 10, 6, 4]",2.0,3,3,7,10,6,4
7909,"[2, 8, 2, 5, 9]",4.5,8,2,8,2,5,9
7910,"[1, 10, 10, 9, 5]",2.5,4,1,10,10,9,5
7911,"[1, 5, 3, 3, 5]",2.5,4,1,5,3,3,5
7912,"[8, 2, 5, 6, 8]",4.0,7,8,2,5,6,8
7913,"[7, 9, 2, 2, 8]",4.0,7,7,9,2,2,8
7914,"[8, 8, 8, 2, 8]",4.0,7,8,8,8,2,8
7915,"[5, 3, 9, 2, 2]",1.0,1,5,3,9,2,2
7916,"[2, 1, 7, 8, 2]",1.0,1,2,1,7,8,2
7917,"[10, 9, 2, 10, 9]",4.5,8,10,9,2,10,9
7918,"[8, 8, 7, 7, 9]",4.5,8,8,8,7,7,9
7919,"[8, 1, 5, 7, 8]",4.0,7,8,1,5,7,8
7920,"[4, 2, 8, 1, 2]",1.0,1,4,2,8,1,2
7921,"[1, 4, 3, 6, 1]",0.5,0,1,4,3,6,1
7922,"[5, 3, 1, 9, 3]",1.5,2,5,3,1,9,3
7923,"[10, 5, 7, 5, 4]",2.0,3,10,5,7,5,4
7924,"[2, 6, 8, 2, 7]",3.5,6,2,6,8,2,7
7925,"[4, 5, 8, 3, 8]",4.0,7,4,5,8,3,8
7926,"[3, 2, 7, 9, 2]",1.0,1,3,2,7,9,2
7927,"[1, 10, 5, 3, 9]",4.5,8,1,10,5,3,9
7928,"[1, 7, 6, 6, 1]",0.5,0,1,7,6,6,1
7929,"[9, 2, 1, 5, 2]",1.0,1,9,2,1,5,2
7930,"[9, 8, 5, 9, 4]",2.0,3,9,8,5,9,4
7931,"[7, 7, 8, 3, 3]",1.5,2,7,7,8,3,3
7932,"[9, 8, 5, 3, 4]",2.0,3,9,8,5,3,4
7933,"[4, 1, 3, 5, 7]",3.5,6,4,1,3,5,7
7934,"[10, 4, 9, 4, 7]",3.5,6,10,4,9,4,7
7935,"[10, 6, 4, 8, 10]",5.0,10,10,6,4,8,10
7936,"[6, 6, 10, 1, 6]",3.0,5,6,6,10,1,6
7937,"[5, 3, 2, 8, 2]",1.0,1,5,3,2,8,2
7938,"[4, 2, 1, 1, 3]",1.5,2,4,2,1,1,3
7939,"[5, 9, 9, 8, 6]",3.0,5,5,9,9,8,6
7940,"[10, 1, 6, 4, 4]",2.0,3,10,1,6,4,4
7941,"[9, 4, 2, 6, 3]",1.5,2,9,4,2,6,3
7942,"[2, 10, 2, 3, 5]",2.5,4,2,10,2,3,5
7943,"[7, 1, 8, 8, 10]",5.0,10,7,1,8,8,10
7944,"[3, 2, 4, 7, 9]",4.5,8,3,2,4,7,9
7945,"[4, 4, 3, 3, 1]",0.5,0,4,4,3,3,1
7946,"[1, 9, 6, 1, 6]",3.0,5,1,9,6,1,6
7947,"[8, 7, 5, 1, 2]",1.0,1,8,7,5,1,2
7948,"[2, 7, 9, 2, 4]",2.0,3,2,7,9,2,4
7949,"[10, 5, 9, 6, 9]",4.5,8,10,5,9,6,9
7950,"[9, 6, 1, 6, 3]",1.5,2,9,6,1,6,3
7951,"[10, 5, 10, 8, 2]",1.0,1,10,5,10,8,2
7952,"[1, 2, 5, 5, 1]",0.5,0,1,2,5,5,1
7953,"[8, 4, 1, 6, 10]",5.0,10,8,4,1,6,10
7954,"[4, 10, 3, 8, 5]",2.5,4,4,10,3,8,5
7955,"[8, 7, 7, 1, 5]",2.5,4,8,7,7,1,5
7956,"[9, 9, 5, 5, 1]",0.5,0,9,9,5,5,1
7957,"[9, 3, 6, 10, 5]",2.5,4,9,3,6,10,5
7958,"[6, 5, 4, 9, 1]",0.5,0,6,5,4,9,1
7959,"[6, 1, 7, 7, 8]",4.0,7,6,1,7,7,8
7960,"[3, 5, 4, 9, 2]",1.0,1,3,5,4,9,2
7961,"[9, 1, 10, 10, 7]",3.5,6,9,1,10,10,7
7962,"[4, 3, 8, 1, 1]",0.5,0,4,3,8,1,1
7963,"[8, 10, 5, 8, 4]",2.0,3,8,10,5,8,4
7964,"[10, 5, 4, 9, 8]",4.0,7,10,5,4,9,8
7965,"[7, 7, 10, 8, 2]",1.0,1,7,7,10,8,2
7966,"[5, 7, 4, 8, 2]",1.0,1,5,7,4,8,2
7967,"[4, 5, 7, 8, 2]",1.0,1,4,5,7,8,2
7968,"[4, 7, 1, 3, 5]",2.5,4,4,7,1,3,5
7969,"[5, 6, 8, 9, 10]",5.0,10,5,6,8,9,10
7970,"[5, 2, 7, 10, 9]",4.5,8,5,2,7,10,9
7971,"[5, 2, 1, 5, 2]",1.0,1,5,2,1,5,2
7972,"[9, 8, 7, 9, 7]",3.5,6,9,8,7,9,7
7973,"[1, 9, 3, 5, 8]",4.0,7,1,9,3,5,8
7974,"[8, 6, 3, 8, 8]",4.0,7,8,6,3,8,8
7975,"[5, 4, 6, 8, 2]",1.0,1,5,4,6,8,2
7976,"[7, 1, 3, 5, 2]",1.0,1,7,1,3,5,2
7977,"[5, 1, 8, 9, 1]",0.5,0,5,1,8,9,1
7978,"[8, 1, 9, 9, 4]",2.0,3,8,1,9,9,4
7979,"[4, 2, 6, 1, 7]",3.5,6,4,2,6,1,7
7980,"[5, 3, 10, 10, 2]",1.0,1,5,3,10,10,2
7981,"[10, 1, 10, 10, 4]",2.0,3,10,1,10,10,4
7982,"[6, 6, 5, 10, 6]",3.0,5,6,6,5,10,6
7983,"[6, 6, 5, 7, 2]",1.0,1,6,6,5,7,2
7984,"[10, 6, 3, 3, 9]",4.5,8,10,6,3,3,9
7985,"[10, 7, 4, 6, 8]",4.0,7,10,7,4,6,8
7986,"[7, 8, 4, 3, 10]",5.0,10,7,8,4,3,10
7987,"[9, 2, 6, 9, 5]",2.5,4,9,2,6,9,5
7988,"[2, 5, 4, 9, 10]",5.0,10,2,5,4,9,10
7989,"[6, 1, 5, 5, 7]",3.5,6,6,1,5,5,7
7990,"[2, 6, 5, 2, 2]",1.0,1,2,6,5,2,2
7991,"[6, 9, 4, 7, 9]",4.5,8,6,9,4,7,9
7992,"[4, 7, 1, 8, 10]",5.0,10,4,7,1,8,10
7993,"[8, 9, 1, 1, 2]",1.0,1,8,9,1,1,2
7994,"[4, 9, 6, 9, 3]",1.5,2,4,9,6,9,3
7995,"[2, 8, 9, 2, 8]",4.0,7,2,8,9,2,8
7996,"[10, 9, 4, 2, 2]",1.0,1,10,9,4,2,2
7997,"[4, 8, 10, 7, 7]",3.5,6,4,8,10,7,7
7998,"[1, 2, 4, 10, 6]",3.0,5,1,2,4,10,6
7999,"[1, 8, 1, 10, 6]",3.0,5,1,8,1,10,6
8000,"[1, 4, 8, 3, 1]",0.5,0,1,4,8,3,1
8001,"[2, 3, 5, 8, 9]",4.5,8,2,3,5,8,9
8002,"[1, 1, 9, 2, 4]",2.0,3,1,1,9,2,4
8003,"[2, 8, 4, 9, 7]",3.5,6,2,8,4,9,7
8004,"[3, 9, 7, 6, 1]",0.5,0,3,9,7,6,1
8005,"[9, 1, 1, 1, 4]",2.0,3,9,1,1,1,4
8006,"[8, 3, 1, 2, 7]",3.5,6,8,3,1,2,7
8007,"[6, 8, 4, 1, 6]",3.0,5,6,8,4,1,6
8008,"[7, 7, 9, 4, 7]",3.5,6,7,7,9,4,7
8009,"[3, 10, 6, 4, 10]",5.0,10,3,10,6,4,10
8010,"[8, 3, 3, 7, 4]",2.0,3,8,3,3,7,4
8011,"[8, 8, 1, 6, 7]",3.5,6,8,8,1,6,7
8012,"[3, 10, 5, 8, 9]",4.5,8,3,10,5,8,9
8013,"[4, 8, 2, 9, 3]",1.5,2,4,8,2,9,3
8014,"[10, 3, 10, 2, 6]",3.0,5,10,3,10,2,6
8015,"[3, 4, 7, 4, 1]",0.5,0,3,4,7,4,1
8016,"[2, 5, 5, 9, 3]",1.5,2,2,5,5,9,3
8017,"[7, 6, 6, 6, 6]",3.0,5,7,6,6,6,6
8018,"[4, 7, 10, 4, 5]",2.5,4,4,7,10,4,5
8019,"[8, 7, 7, 2, 6]",3.0,5,8,7,7,2,6
8020,"[4, 1, 2, 3, 3]",1.5,2,4,1,2,3,3
8021,"[10, 8, 6, 1, 9]",4.5,8,10,8,6,1,9
8022,"[9, 3, 1, 5, 4]",2.0,3,9,3,1,5,4
8023,"[7, 7, 5, 1, 2]",1.0,1,7,7,5,1,2
8024,"[5, 8, 8, 7, 4]",2.0,3,5,8,8,7,4
8025,"[6, 10, 2, 3, 8]",4.0,7,6,10,2,3,8
8026,"[6, 5, 8, 3, 10]",5.0,10,6,5,8,3,10
8027,"[4, 8, 2, 8, 3]",1.5,2,4,8,2,8,3
8028,"[3, 8, 9, 2, 9]",4.5,8,3,8,9,2,9
8029,"[9, 7, 6, 4, 10]",5.0,10,9,7,6,4,10
8030,"[5, 5, 7, 6, 7]",3.5,6,5,5,7,6,7
8031,"[1, 2, 5, 6, 3]",1.5,2,1,2,5,6,3
8032,"[10, 5, 4, 1, 1]",0.5,0,10,5,4,1,1
8033,"[1, 10, 1, 10, 8]",4.0,7,1,10,1,10,8
8034,"[9, 8, 8, 3, 3]",1.5,2,9,8,8,3,3
8035,"[10, 2, 4, 10, 7]",3.5,6,10,2,4,10,7
8036,"[6, 8, 10, 9, 10]",5.0,10,6,8,10,9,10
8037,"[8, 10, 9, 6, 3]",1.5,2,8,10,9,6,3
8038,"[2, 6, 9, 3, 6]",3.0,5,2,6,9,3,6
8039,"[1, 1, 3, 2, 5]",2.5,4,1,1,3,2,5
8040,"[6, 10, 8, 8, 6]",3.0,5,6,10,8,8,6
8041,"[4, 1, 2, 4, 6]",3.0,5,4,1,2,4,6
8042,"[7, 2, 5, 5, 4]",2.0,3,7,2,5,5,4
8043,"[4, 6, 1, 1, 8]",4.0,7,4,6,1,1,8
8044,"[4, 1, 5, 6, 4]",2.0,3,4,1,5,6,4
8045,"[1, 7, 5, 6, 6]",3.0,5,1,7,5,6,6
8046,"[2, 5, 2, 7, 7]",3.5,6,2,5,2,7,7
8047,"[6, 10, 1, 3, 5]",2.5,4,6,10,1,3,5
8048,"[3, 7, 1, 7, 2]",1.0,1,3,7,1,7,2
8049,"[10, 4, 8, 2, 6]",3.0,5,10,4,8,2,6
8050,"[2, 8, 2, 9, 4]",2.0,3,2,8,2,9,4
8051,"[5, 7, 5, 7, 7]",3.5,6,5,7,5,7,7
8052,"[5, 10, 8, 2, 4]",2.0,3,5,10,8,2,4
8053,"[7, 9, 1, 5, 6]",3.0,5,7,9,1,5,6
8054,"[9, 8, 1, 10, 4]",2.0,3,9,8,1,10,4
8055,"[7, 4, 9, 9, 4]",2.0,3,7,4,9,9,4
8056,"[9, 7, 5, 3, 4]",2.0,3,9,7,5,3,4
8057,"[4, 4, 3, 5, 8]",4.0,7,4,4,3,5,8
8058,"[7, 2, 10, 7, 3]",1.5,2,7,2,10,7,3
8059,"[3, 9, 9, 2, 8]",4.0,7,3,9,9,2,8
8060,"[6, 8, 1, 4, 8]",4.0,7,6,8,1,4,8
8061,"[7, 5, 8, 1, 2]",1.0,1,7,5,8,1,2
8062,"[10, 9, 7, 10, 1]",0.5,0,10,9,7,10,1
8063,"[3, 8, 3, 1, 7]",3.5,6,3,8,3,1,7
8064,"[6, 1, 4, 4, 5]",2.5,4,6,1,4,4,5
8065,"[6, 3, 10, 9, 7]",3.5,6,6,3,10,9,7
8066,"[8, 3, 5, 3, 10]",5.0,10,8,3,5,3,10
8067,"[6, 8, 6, 1, 3]",1.5,2,6,8,6,1,3
8068,"[8, 7, 1, 5, 6]",3.0,5,8,7,1,5,6
8069,"[1, 3, 1, 5, 1]",0.5,0,1,3,1,5,1
8070,"[5, 8, 7, 5, 5]",2.5,4,5,8,7,5,5
8071,"[1, 3, 7, 3, 10]",5.0,10,1,3,7,3,10
8072,"[5, 10, 8, 8, 10]",5.0,10,5,10,8,8,10
8073,"[5, 9, 4, 3, 2]",1.0,1,5,9,4,3,2
8074,"[8, 8, 9, 3, 9]",4.5,8,8,8,9,3,9
8075,"[9, 7, 9, 4, 4]",2.0,3,9,7,9,4,4
8076,"[5, 6, 7, 6, 3]",1.5,2,5,6,7,6,3
8077,"[1, 8, 4, 10, 6]",3.0,5,1,8,4,10,6
8078,"[10, 8, 7, 10, 9]",4.5,8,10,8,7,10,9
8079,"[3, 1, 2, 6, 10]",5.0,10,3,1,2,6,10
8080,"[10, 8, 7, 2, 3]",1.5,2,10,8,7,2,3
8081,"[2, 2, 5, 10, 2]",1.0,1,2,2,5,10,2
8082,"[8, 9, 1, 8, 7]",3.5,6,8,9,1,8,7
8083,"[4, 4, 5, 4, 9]",4.5,8,4,4,5,4,9
8084,"[1, 9, 7, 2, 2]",1.0,1,1,9,7,2,2
8085,"[6, 3, 9, 7, 1]",0.5,0,6,3,9,7,1
8086,"[7, 8, 3, 10, 6]",3.0,5,7,8,3,10,6
8087,"[4, 4, 10, 2, 1]",0.5,0,4,4,10,2,1
8088,"[2, 7, 5, 7, 7]",3.5,6,2,7,5,7,7
8089,"[3, 2, 3, 8, 8]",4.0,7,3,2,3,8,8
8090,"[3, 8, 9, 3, 2]",1.0,1,3,8,9,3,2
8091,"[7, 5, 6, 9, 10]",5.0,10,7,5,6,9,10
8092,"[2, 6, 5, 9, 5]",2.5,4,2,6,5,9,5
8093,"[4, 2, 4, 5, 8]",4.0,7,4,2,4,5,8
8094,"[6, 1, 5, 3, 1]",0.5,0,6,1,5,3,1
8095,"[7, 3, 5, 4, 3]",1.5,2,7,3,5,4,3
8096,"[3, 3, 10, 8, 8]",4.0,7,3,3,10,8,8
8097,"[6, 8, 2, 3, 5]",2.5,4,6,8,2,3,5
8098,"[7, 10, 2, 3, 4]",2.0,3,7,10,2,3,4
8099,"[3, 1, 2, 8, 4]",2.0,3,3,1,2,8,4
8100,"[5, 1, 4, 8, 3]",1.5,2,5,1,4,8,3
8101,"[9, 9, 1, 4, 6]",3.0,5,9,9,1,4,6
8102,"[2, 7, 5, 1, 1]",0.5,0,2,7,5,1,1
8103,"[3, 9, 3, 8, 10]",5.0,10,3,9,3,8,10
8104,"[4, 1, 9, 5, 6]",3.0,5,4,1,9,5,6
8105,"[7, 9, 2, 5, 4]",2.0,3,7,9,2,5,4
8106,"[4, 8, 9, 1, 4]",2.0,3,4,8,9,1,4
8107,"[3, 9, 5, 3, 9]",4.5,8,3,9,5,3,9
8108,"[4, 6, 9, 9, 8]",4.0,7,4,6,9,9,8
8109,"[10, 9, 1, 6, 6]",3.0,5,10,9,1,6,6
8110,"[9, 5, 6, 9, 3]",1.5,2,9,5,6,9,3
8111,"[2, 6, 9, 2, 2]",1.0,1,2,6,9,2,2
8112,"[5, 7, 4, 6, 7]",3.5,6,5,7,4,6,7
8113,"[6, 7, 10, 8, 7]",3.5,6,6,7,10,8,7
8114,"[3, 5, 5, 5, 4]",2.0,3,3,5,5,5,4
8115,"[9, 3, 4, 4, 6]",3.0,5,9,3,4,4,6
8116,"[8, 8, 7, 8, 6]",3.0,5,8,8,7,8,6
8117,"[4, 10, 6, 2, 8]",4.0,7,4,10,6,2,8
8118,"[4, 4, 1, 1, 1]",0.5,0,4,4,1,1,1
8119,"[1, 8, 6, 5, 2]",1.0,1,1,8,6,5,2
8120,"[10, 3, 4, 9, 8]",4.0,7,10,3,4,9,8
8121,"[2, 6, 4, 3, 9]",4.5,8,2,6,4,3,9
8122,"[9, 10, 8, 1, 7]",3.5,6,9,10,8,1,7
8123,"[4, 7, 5, 9, 6]",3.0,5,4,7,5,9,6
8124,"[2, 3, 10, 1, 10]",5.0,10,2,3,10,1,10
8125,"[4, 8, 3, 9, 10]",5.0,10,4,8,3,9,10
8126,"[7, 8, 6, 10, 7]",3.5,6,7,8,6,10,7
8127,"[2, 6, 5, 5, 3]",1.5,2,2,6,5,5,3
8128,"[8, 9, 6, 3, 4]",2.0,3,8,9,6,3,4
8129,"[4, 7, 8, 7, 1]",0.5,0,4,7,8,7,1
8130,"[7, 10, 2, 1, 4]",2.0,3,7,10,2,1,4
