,Layers,Units,Activation,Optimizer,Learning Rate,Accuracy
21582,8,512,exponential,Adamax,0.01,0
21583,8,512,exponential,Adamax,0.1,0
21584,8,512,exponential,Adamax,1.0,0
21585,8,512,exponential,Adagrad,0.0001,0
21586,8,512,exponential,Adagrad,0.001,0
21587,8,512,exponential,Adagrad,0.01,0
21588,8,512,exponential,Adagrad,0.1,0
21589,8,512,exponential,Adagrad,1.0,0
21590,8,512,exponential,Nadam,0.0001,0
21591,8,512,exponential,Nadam,0.001,0
21592,8,512,exponential,Nadam,0.01,0
21593,8,512,exponential,Nadam,0.1,0
21594,8,512,exponential,Nadam,1.0,0
21595,8,512,exponential,Ftrl,0.0001,0
21596,8,512,exponential,Ftrl,0.001,0
21597,8,512,exponential,Ftrl,0.01,0
21598,8,512,exponential,Ftrl,0.1,0
21599,8,512,exponential,Ftrl,1.0,0
21600,8,640,relu,SGD,0.0001,0
21601,8,640,relu,SGD,0.001,0
21602,8,640,relu,SGD,0.01,0
21603,8,640,relu,SGD,0.1,0
21604,8,640,relu,SGD,1.0,0
21605,8,640,relu,RMSprop,0.0001,0
21606,8,640,relu,RMSprop,0.001,0
21607,8,640,relu,RMSprop,0.01,0
21608,8,640,relu,RMSprop,0.1,0
21609,8,640,relu,RMSprop,1.0,0
21610,8,640,relu,Adam,0.0001,0
21611,8,640,relu,Adam,0.001,0
21612,8,640,relu,Adam,0.01,0
21613,8,640,relu,Adam,0.1,0
21614,8,640,relu,Adam,1.0,0
21615,8,640,relu,Adadelta,0.0001,0
21616,8,640,relu,Adadelta,0.001,0
21617,8,640,relu,Adadelta,0.01,0
21618,8,640,relu,Adadelta,0.1,0
21619,8,640,relu,Adadelta,1.0,0
21620,8,640,relu,Adamax,0.0001,0
21621,8,640,relu,Adamax,0.001,0
21622,8,640,relu,Adamax,0.01,0
21623,8,640,relu,Adamax,0.1,0
21624,8,640,relu,Adamax,1.0,0
21625,8,640,relu,Adagrad,0.0001,0
21626,8,640,relu,Adagrad,0.001,0
21627,8,640,relu,Adagrad,0.01,0
21628,8,640,relu,Adagrad,0.1,0
21629,8,640,relu,Adagrad,1.0,0
21630,8,640,relu,Nadam,0.0001,0
21631,8,640,relu,Nadam,0.001,0
21632,8,640,relu,Nadam,0.01,0
21633,8,640,relu,Nadam,0.1,0
21634,8,640,relu,Nadam,1.0,0
21635,8,640,relu,Ftrl,0.0001,0
21636,8,640,relu,Ftrl,0.001,0
21637,8,640,relu,Ftrl,0.01,0
21638,8,640,relu,Ftrl,0.1,0
21639,8,640,relu,Ftrl,1.0,0
21640,8,640,sigmoid,SGD,0.0001,0
21641,8,640,sigmoid,SGD,0.001,0
21642,8,640,sigmoid,SGD,0.01,0
21643,8,640,sigmoid,SGD,0.1,0
21644,8,640,sigmoid,SGD,1.0,0
21645,8,640,sigmoid,RMSprop,0.0001,0
21646,8,640,sigmoid,RMSprop,0.001,0
21647,8,640,sigmoid,RMSprop,0.01,0
21648,8,640,sigmoid,RMSprop,0.1,0
21649,8,640,sigmoid,RMSprop,1.0,0
21650,8,640,sigmoid,Adam,0.0001,0
21651,8,640,sigmoid,Adam,0.001,0
21652,8,640,sigmoid,Adam,0.01,0
21653,8,640,sigmoid,Adam,0.1,0
21654,8,640,sigmoid,Adam,1.0,0
21655,8,640,sigmoid,Adadelta,0.0001,0
21656,8,640,sigmoid,Adadelta,0.001,0
21657,8,640,sigmoid,Adadelta,0.01,0
21658,8,640,sigmoid,Adadelta,0.1,0
21659,8,640,sigmoid,Adadelta,1.0,0
21660,8,640,sigmoid,Adamax,0.0001,0
21661,8,640,sigmoid,Adamax,0.001,0
21662,8,640,sigmoid,Adamax,0.01,0
21663,8,640,sigmoid,Adamax,0.1,0
21664,8,640,sigmoid,Adamax,1.0,0
21665,8,640,sigmoid,Adagrad,0.0001,0
21666,8,640,sigmoid,Adagrad,0.001,0
21667,8,640,sigmoid,Adagrad,0.01,0
21668,8,640,sigmoid,Adagrad,0.1,0
21669,8,640,sigmoid,Adagrad,1.0,0
21670,8,640,sigmoid,Nadam,0.0001,0
21671,8,640,sigmoid,Nadam,0.001,0
21672,8,640,sigmoid,Nadam,0.01,0
21673,8,640,sigmoid,Nadam,0.1,0
21674,8,640,sigmoid,Nadam,1.0,0
21675,8,640,sigmoid,Ftrl,0.0001,0
21676,8,640,sigmoid,Ftrl,0.001,0
21677,8,640,sigmoid,Ftrl,0.01,0
21678,8,640,sigmoid,Ftrl,0.1,0
21679,8,640,sigmoid,Ftrl,1.0,0
21680,8,640,softmax,SGD,0.0001,0
21681,8,640,softmax,SGD,0.001,0
21682,8,640,softmax,SGD,0.01,0
21683,8,640,softmax,SGD,0.1,0
21684,8,640,softmax,SGD,1.0,0
21685,8,640,softmax,RMSprop,0.0001,0
21686,8,640,softmax,RMSprop,0.001,0
21687,8,640,softmax,RMSprop,0.01,0
21688,8,640,softmax,RMSprop,0.1,0
21689,8,640,softmax,RMSprop,1.0,0
21690,8,640,softmax,Adam,0.0001,0
21691,8,640,softmax,Adam,0.001,0
21692,8,640,softmax,Adam,0.01,0
21693,8,640,softmax,Adam,0.1,0
21694,8,640,softmax,Adam,1.0,0
21695,8,640,softmax,Adadelta,0.0001,0
21696,8,640,softmax,Adadelta,0.001,0
21697,8,640,softmax,Adadelta,0.01,0
21698,8,640,softmax,Adadelta,0.1,0
21699,8,640,softmax,Adadelta,1.0,0
21700,8,640,softmax,Adamax,0.0001,0
21701,8,640,softmax,Adamax,0.001,0
21702,8,640,softmax,Adamax,0.01,0
21703,8,640,softmax,Adamax,0.1,0
21704,8,640,softmax,Adamax,1.0,0
21705,8,640,softmax,Adagrad,0.0001,0
21706,8,640,softmax,Adagrad,0.001,0
21707,8,640,softmax,Adagrad,0.01,0
21708,8,640,softmax,Adagrad,0.1,0
21709,8,640,softmax,Adagrad,1.0,0
21710,8,640,softmax,Nadam,0.0001,0
21711,8,640,softmax,Nadam,0.001,0
21712,8,640,softmax,Nadam,0.01,0
21713,8,640,softmax,Nadam,0.1,0
21714,8,640,softmax,Nadam,1.0,0
21715,8,640,softmax,Ftrl,0.0001,0
21716,8,640,softmax,Ftrl,0.001,0
21717,8,640,softmax,Ftrl,0.01,0
21718,8,640,softmax,Ftrl,0.1,0
21719,8,640,softmax,Ftrl,1.0,0
21720,8,640,softplus,SGD,0.0001,0
21721,8,640,softplus,SGD,0.001,0
21722,8,640,softplus,SGD,0.01,0
21723,8,640,softplus,SGD,0.1,0
21724,8,640,softplus,SGD,1.0,0
21725,8,640,softplus,RMSprop,0.0001,0
21726,8,640,softplus,RMSprop,0.001,0
21727,8,640,softplus,RMSprop,0.01,0
21728,8,640,softplus,RMSprop,0.1,0
21729,8,640,softplus,RMSprop,1.0,0
21730,8,640,softplus,Adam,0.0001,0
21731,8,640,softplus,Adam,0.001,0
21732,8,640,softplus,Adam,0.01,0
21733,8,640,softplus,Adam,0.1,0
21734,8,640,softplus,Adam,1.0,0
21735,8,640,softplus,Adadelta,0.0001,0
21736,8,640,softplus,Adadelta,0.001,0
21737,8,640,softplus,Adadelta,0.01,0
21738,8,640,softplus,Adadelta,0.1,0
21739,8,640,softplus,Adadelta,1.0,0
21740,8,640,softplus,Adamax,0.0001,0
21741,8,640,softplus,Adamax,0.001,0
21742,8,640,softplus,Adamax,0.01,0
21743,8,640,softplus,Adamax,0.1,0
21744,8,640,softplus,Adamax,1.0,0
21745,8,640,softplus,Adagrad,0.0001,0
21746,8,640,softplus,Adagrad,0.001,0
21747,8,640,softplus,Adagrad,0.01,0
21748,8,640,softplus,Adagrad,0.1,0
21749,8,640,softplus,Adagrad,1.0,0
21750,8,640,softplus,Nadam,0.0001,0
21751,8,640,softplus,Nadam,0.001,0
21752,8,640,softplus,Nadam,0.01,0
21753,8,640,softplus,Nadam,0.1,0
21754,8,640,softplus,Nadam,1.0,0
21755,8,640,softplus,Ftrl,0.0001,0
21756,8,640,softplus,Ftrl,0.001,0
21757,8,640,softplus,Ftrl,0.01,0
21758,8,640,softplus,Ftrl,0.1,0
21759,8,640,softplus,Ftrl,1.0,0
21760,8,640,softsign,SGD,0.0001,0
21761,8,640,softsign,SGD,0.001,0
21762,8,640,softsign,SGD,0.01,0
21763,8,640,softsign,SGD,0.1,0
21764,8,640,softsign,SGD,1.0,0
21765,8,640,softsign,RMSprop,0.0001,0
21766,8,640,softsign,RMSprop,0.001,0
21767,8,640,softsign,RMSprop,0.01,0
21768,8,640,softsign,RMSprop,0.1,0
21769,8,640,softsign,RMSprop,1.0,0
21770,8,640,softsign,Adam,0.0001,0
21771,8,640,softsign,Adam,0.001,0
21772,8,640,softsign,Adam,0.01,0
21773,8,640,softsign,Adam,0.1,0
21774,8,640,softsign,Adam,1.0,0
21775,8,640,softsign,Adadelta,0.0001,0
21776,8,640,softsign,Adadelta,0.001,0
21777,8,640,softsign,Adadelta,0.01,0
21778,8,640,softsign,Adadelta,0.1,0
21779,8,640,softsign,Adadelta,1.0,0
21780,8,640,softsign,Adamax,0.0001,0
21781,8,640,softsign,Adamax,0.001,0
21782,8,640,softsign,Adamax,0.01,0
21783,8,640,softsign,Adamax,0.1,0
21784,8,640,softsign,Adamax,1.0,0
21785,8,640,softsign,Adagrad,0.0001,0
21786,8,640,softsign,Adagrad,0.001,0
21787,8,640,softsign,Adagrad,0.01,0
21788,8,640,softsign,Adagrad,0.1,0
21789,8,640,softsign,Adagrad,1.0,0
21790,8,640,softsign,Nadam,0.0001,0
21791,8,640,softsign,Nadam,0.001,0
21792,8,640,softsign,Nadam,0.01,0
21793,8,640,softsign,Nadam,0.1,0
21794,8,640,softsign,Nadam,1.0,0
21795,8,640,softsign,Ftrl,0.0001,0
21796,8,640,softsign,Ftrl,0.001,0
21797,8,640,softsign,Ftrl,0.01,0
21798,8,640,softsign,Ftrl,0.1,0
21799,8,640,softsign,Ftrl,1.0,0
21800,8,640,tanh,SGD,0.0001,0
21801,8,640,tanh,SGD,0.001,0
21802,8,640,tanh,SGD,0.01,0
21803,8,640,tanh,SGD,0.1,0
21804,8,640,tanh,SGD,1.0,0
21805,8,640,tanh,RMSprop,0.0001,0
21806,8,640,tanh,RMSprop,0.001,0
21807,8,640,tanh,RMSprop,0.01,0
21808,8,640,tanh,RMSprop,0.1,0
21809,8,640,tanh,RMSprop,1.0,0
21810,8,640,tanh,Adam,0.0001,0
21811,8,640,tanh,Adam,0.001,0
21812,8,640,tanh,Adam,0.01,0
21813,8,640,tanh,Adam,0.1,0
21814,8,640,tanh,Adam,1.0,0
21815,8,640,tanh,Adadelta,0.0001,0
21816,8,640,tanh,Adadelta,0.001,0
21817,8,640,tanh,Adadelta,0.01,0
21818,8,640,tanh,Adadelta,0.1,0
21819,8,640,tanh,Adadelta,1.0,0
21820,8,640,tanh,Adamax,0.0001,0
21821,8,640,tanh,Adamax,0.001,0
21822,8,640,tanh,Adamax,0.01,0
21823,8,640,tanh,Adamax,0.1,0
21824,8,640,tanh,Adamax,1.0,0
21825,8,640,tanh,Adagrad,0.0001,0
21826,8,640,tanh,Adagrad,0.001,0
21827,8,640,tanh,Adagrad,0.01,0
21828,8,640,tanh,Adagrad,0.1,0
21829,8,640,tanh,Adagrad,1.0,0
21830,8,640,tanh,Nadam,0.0001,0
21831,8,640,tanh,Nadam,0.001,0
21832,8,640,tanh,Nadam,0.01,0
21833,8,640,tanh,Nadam,0.1,0
21834,8,640,tanh,Nadam,1.0,0
21835,8,640,tanh,Ftrl,0.0001,0
21836,8,640,tanh,Ftrl,0.001,0
21837,8,640,tanh,Ftrl,0.01,0
21838,8,640,tanh,Ftrl,0.1,0
21839,8,640,tanh,Ftrl,1.0,0
21840,8,640,elu,SGD,0.0001,0
21841,8,640,elu,SGD,0.001,0
21842,8,640,elu,SGD,0.01,0
21843,8,640,elu,SGD,0.1,0
21844,8,640,elu,SGD,1.0,0
21845,8,640,elu,RMSprop,0.0001,0
21846,8,640,elu,RMSprop,0.001,0
21847,8,640,elu,RMSprop,0.01,0
21848,8,640,elu,RMSprop,0.1,0
21849,8,640,elu,RMSprop,1.0,0
21850,8,640,elu,Adam,0.0001,0
21851,8,640,elu,Adam,0.001,0
21852,8,640,elu,Adam,0.01,0
21853,8,640,elu,Adam,0.1,0
21854,8,640,elu,Adam,1.0,0
21855,8,640,elu,Adadelta,0.0001,0
21856,8,640,elu,Adadelta,0.001,0
21857,8,640,elu,Adadelta,0.01,0
21858,8,640,elu,Adadelta,0.1,0
21859,8,640,elu,Adadelta,1.0,0
21860,8,640,elu,Adamax,0.0001,0
21861,8,640,elu,Adamax,0.001,0
21862,8,640,elu,Adamax,0.01,0
21863,8,640,elu,Adamax,0.1,0
21864,8,640,elu,Adamax,1.0,0
21865,8,640,elu,Adagrad,0.0001,0
21866,8,640,elu,Adagrad,0.001,0
21867,8,640,elu,Adagrad,0.01,0
21868,8,640,elu,Adagrad,0.1,0
21869,8,640,elu,Adagrad,1.0,0
21870,8,640,elu,Nadam,0.0001,0
21871,8,640,elu,Nadam,0.001,0
21872,8,640,elu,Nadam,0.01,0
21873,8,640,elu,Nadam,0.1,0
21874,8,640,elu,Nadam,1.0,0
21875,8,640,elu,Ftrl,0.0001,0
21876,8,640,elu,Ftrl,0.001,0
21877,8,640,elu,Ftrl,0.01,0
21878,8,640,elu,Ftrl,0.1,0
21879,8,640,elu,Ftrl,1.0,0
21880,8,640,selu,SGD,0.0001,0
21881,8,640,selu,SGD,0.001,0
21882,8,640,selu,SGD,0.01,0
21883,8,640,selu,SGD,0.1,0
21884,8,640,selu,SGD,1.0,0
21885,8,640,selu,RMSprop,0.0001,0
21886,8,640,selu,RMSprop,0.001,0
21887,8,640,selu,RMSprop,0.01,0
21888,8,640,selu,RMSprop,0.1,0
21889,8,640,selu,RMSprop,1.0,0
21890,8,640,selu,Adam,0.0001,0
21891,8,640,selu,Adam,0.001,0
21892,8,640,selu,Adam,0.01,0
21893,8,640,selu,Adam,0.1,0
21894,8,640,selu,Adam,1.0,0
21895,8,640,selu,Adadelta,0.0001,0
21896,8,640,selu,Adadelta,0.001,0
21897,8,640,selu,Adadelta,0.01,0
21898,8,640,selu,Adadelta,0.1,0
21899,8,640,selu,Adadelta,1.0,0
21900,8,640,selu,Adamax,0.0001,0
21901,8,640,selu,Adamax,0.001,0
21902,8,640,selu,Adamax,0.01,0
21903,8,640,selu,Adamax,0.1,0
21904,8,640,selu,Adamax,1.0,0
21905,8,640,selu,Adagrad,0.0001,0
21906,8,640,selu,Adagrad,0.001,0
21907,8,640,selu,Adagrad,0.01,0
21908,8,640,selu,Adagrad,0.1,0
21909,8,640,selu,Adagrad,1.0,0
21910,8,640,selu,Nadam,0.0001,0
21911,8,640,selu,Nadam,0.001,0
21912,8,640,selu,Nadam,0.01,0
21913,8,640,selu,Nadam,0.1,0
21914,8,640,selu,Nadam,1.0,0
21915,8,640,selu,Ftrl,0.0001,0
21916,8,640,selu,Ftrl,0.001,0
21917,8,640,selu,Ftrl,0.01,0
21918,8,640,selu,Ftrl,0.1,0
21919,8,640,selu,Ftrl,1.0,0
21920,8,640,exponential,SGD,0.0001,0
21921,8,640,exponential,SGD,0.001,0
21922,8,640,exponential,SGD,0.01,0
21923,8,640,exponential,SGD,0.1,0
21924,8,640,exponential,SGD,1.0,0
21925,8,640,exponential,RMSprop,0.0001,0
21926,8,640,exponential,RMSprop,0.001,0
21927,8,640,exponential,RMSprop,0.01,0
21928,8,640,exponential,RMSprop,0.1,0
21929,8,640,exponential,RMSprop,1.0,0
21930,8,640,exponential,Adam,0.0001,0
21931,8,640,exponential,Adam,0.001,0
21932,8,640,exponential,Adam,0.01,0
21933,8,640,exponential,Adam,0.1,0
21934,8,640,exponential,Adam,1.0,0
21935,8,640,exponential,Adadelta,0.0001,0
21936,8,640,exponential,Adadelta,0.001,0
21937,8,640,exponential,Adadelta,0.01,0
21938,8,640,exponential,Adadelta,0.1,0
21939,8,640,exponential,Adadelta,1.0,0
21940,8,640,exponential,Adamax,0.0001,0
21941,8,640,exponential,Adamax,0.001,0
21942,8,640,exponential,Adamax,0.01,0
21943,8,640,exponential,Adamax,0.1,0
21944,8,640,exponential,Adamax,1.0,0
21945,8,640,exponential,Adagrad,0.0001,0
21946,8,640,exponential,Adagrad,0.001,0
21947,8,640,exponential,Adagrad,0.01,0
21948,8,640,exponential,Adagrad,0.1,0
21949,8,640,exponential,Adagrad,1.0,0
21950,8,640,exponential,Nadam,0.0001,0
21951,8,640,exponential,Nadam,0.001,0
21952,8,640,exponential,Nadam,0.01,0
21953,8,640,exponential,Nadam,0.1,0
21954,8,640,exponential,Nadam,1.0,0
21955,8,640,exponential,Ftrl,0.0001,0
21956,8,640,exponential,Ftrl,0.001,0
21957,8,640,exponential,Ftrl,0.01,0
21958,8,640,exponential,Ftrl,0.1,0
21959,8,640,exponential,Ftrl,1.0,0
21960,8,768,relu,SGD,0.0001,0
21961,8,768,relu,SGD,0.001,0
21962,8,768,relu,SGD,0.01,0
21963,8,768,relu,SGD,0.1,0
21964,8,768,relu,SGD,1.0,0
21965,8,768,relu,RMSprop,0.0001,0
21966,8,768,relu,RMSprop,0.001,0
21967,8,768,relu,RMSprop,0.01,0
21968,8,768,relu,RMSprop,0.1,0
21969,8,768,relu,RMSprop,1.0,0
21970,8,768,relu,Adam,0.0001,0
21971,8,768,relu,Adam,0.001,0
21972,8,768,relu,Adam,0.01,0
21973,8,768,relu,Adam,0.1,0
21974,8,768,relu,Adam,1.0,0
21975,8,768,relu,Adadelta,0.0001,0
21976,8,768,relu,Adadelta,0.001,0
21977,8,768,relu,Adadelta,0.01,0
21978,8,768,relu,Adadelta,0.1,0
21979,8,768,relu,Adadelta,1.0,0
21980,8,768,relu,Adamax,0.0001,0
21981,8,768,relu,Adamax,0.001,0
21982,8,768,relu,Adamax,0.01,0
21983,8,768,relu,Adamax,0.1,0
21984,8,768,relu,Adamax,1.0,0
21985,8,768,relu,Adagrad,0.0001,0
21986,8,768,relu,Adagrad,0.001,0
21987,8,768,relu,Adagrad,0.01,0
21988,8,768,relu,Adagrad,0.1,0
21989,8,768,relu,Adagrad,1.0,0
21990,8,768,relu,Nadam,0.0001,0
21991,8,768,relu,Nadam,0.001,0
21992,8,768,relu,Nadam,0.01,0
21993,8,768,relu,Nadam,0.1,0
21994,8,768,relu,Nadam,1.0,0
21995,8,768,relu,Ftrl,0.0001,0
21996,8,768,relu,Ftrl,0.001,0
21997,8,768,relu,Ftrl,0.01,0
21998,8,768,relu,Ftrl,0.1,0
21999,8,768,relu,Ftrl,1.0,0
22000,8,768,sigmoid,SGD,0.0001,0
22001,8,768,sigmoid,SGD,0.001,0
22002,8,768,sigmoid,SGD,0.01,0
22003,8,768,sigmoid,SGD,0.1,0
22004,8,768,sigmoid,SGD,1.0,0
22005,8,768,sigmoid,RMSprop,0.0001,0
22006,8,768,sigmoid,RMSprop,0.001,0
22007,8,768,sigmoid,RMSprop,0.01,0
22008,8,768,sigmoid,RMSprop,0.1,0
22009,8,768,sigmoid,RMSprop,1.0,0
22010,8,768,sigmoid,Adam,0.0001,0
22011,8,768,sigmoid,Adam,0.001,0
22012,8,768,sigmoid,Adam,0.01,0
22013,8,768,sigmoid,Adam,0.1,0
22014,8,768,sigmoid,Adam,1.0,0
22015,8,768,sigmoid,Adadelta,0.0001,0
22016,8,768,sigmoid,Adadelta,0.001,0
22017,8,768,sigmoid,Adadelta,0.01,0
22018,8,768,sigmoid,Adadelta,0.1,0
22019,8,768,sigmoid,Adadelta,1.0,0
22020,8,768,sigmoid,Adamax,0.0001,0
22021,8,768,sigmoid,Adamax,0.001,0
22022,8,768,sigmoid,Adamax,0.01,0
22023,8,768,sigmoid,Adamax,0.1,0
22024,8,768,sigmoid,Adamax,1.0,0
22025,8,768,sigmoid,Adagrad,0.0001,0
22026,8,768,sigmoid,Adagrad,0.001,0
22027,8,768,sigmoid,Adagrad,0.01,0
22028,8,768,sigmoid,Adagrad,0.1,0
22029,8,768,sigmoid,Adagrad,1.0,0
22030,8,768,sigmoid,Nadam,0.0001,0
22031,8,768,sigmoid,Nadam,0.001,0
22032,8,768,sigmoid,Nadam,0.01,0
22033,8,768,sigmoid,Nadam,0.1,0
22034,8,768,sigmoid,Nadam,1.0,0
22035,8,768,sigmoid,Ftrl,0.0001,0
22036,8,768,sigmoid,Ftrl,0.001,0
22037,8,768,sigmoid,Ftrl,0.01,0
22038,8,768,sigmoid,Ftrl,0.1,0
22039,8,768,sigmoid,Ftrl,1.0,0
22040,8,768,softmax,SGD,0.0001,0
22041,8,768,softmax,SGD,0.001,0
22042,8,768,softmax,SGD,0.01,0
22043,8,768,softmax,SGD,0.1,0
22044,8,768,softmax,SGD,1.0,0
22045,8,768,softmax,RMSprop,0.0001,0
22046,8,768,softmax,RMSprop,0.001,0
22047,8,768,softmax,RMSprop,0.01,0
22048,8,768,softmax,RMSprop,0.1,0
22049,8,768,softmax,RMSprop,1.0,0
22050,8,768,softmax,Adam,0.0001,0
22051,8,768,softmax,Adam,0.001,0
22052,8,768,softmax,Adam,0.01,0
22053,8,768,softmax,Adam,0.1,0
22054,8,768,softmax,Adam,1.0,0
22055,8,768,softmax,Adadelta,0.0001,0
22056,8,768,softmax,Adadelta,0.001,0
22057,8,768,softmax,Adadelta,0.01,0
22058,8,768,softmax,Adadelta,0.1,0
22059,8,768,softmax,Adadelta,1.0,0
22060,8,768,softmax,Adamax,0.0001,0
22061,8,768,softmax,Adamax,0.001,0
22062,8,768,softmax,Adamax,0.01,0
22063,8,768,softmax,Adamax,0.1,0
22064,8,768,softmax,Adamax,1.0,0
22065,8,768,softmax,Adagrad,0.0001,0
22066,8,768,softmax,Adagrad,0.001,0
22067,8,768,softmax,Adagrad,0.01,0
22068,8,768,softmax,Adagrad,0.1,0
22069,8,768,softmax,Adagrad,1.0,0
22070,8,768,softmax,Nadam,0.0001,0
22071,8,768,softmax,Nadam,0.001,0
22072,8,768,softmax,Nadam,0.01,0
22073,8,768,softmax,Nadam,0.1,0
22074,8,768,softmax,Nadam,1.0,0
22075,8,768,softmax,Ftrl,0.0001,0
22076,8,768,softmax,Ftrl,0.001,0
22077,8,768,softmax,Ftrl,0.01,0
22078,8,768,softmax,Ftrl,0.1,0
22079,8,768,softmax,Ftrl,1.0,0
22080,8,768,softplus,SGD,0.0001,0
22081,8,768,softplus,SGD,0.001,0
22082,8,768,softplus,SGD,0.01,0
22083,8,768,softplus,SGD,0.1,0
22084,8,768,softplus,SGD,1.0,0
22085,8,768,softplus,RMSprop,0.0001,0
22086,8,768,softplus,RMSprop,0.001,0
22087,8,768,softplus,RMSprop,0.01,0
22088,8,768,softplus,RMSprop,0.1,0
22089,8,768,softplus,RMSprop,1.0,0
22090,8,768,softplus,Adam,0.0001,0
22091,8,768,softplus,Adam,0.001,0
22092,8,768,softplus,Adam,0.01,0
22093,8,768,softplus,Adam,0.1,0
22094,8,768,softplus,Adam,1.0,0
22095,8,768,softplus,Adadelta,0.0001,0
22096,8,768,softplus,Adadelta,0.001,0
22097,8,768,softplus,Adadelta,0.01,0
22098,8,768,softplus,Adadelta,0.1,0
22099,8,768,softplus,Adadelta,1.0,0
22100,8,768,softplus,Adamax,0.0001,0
22101,8,768,softplus,Adamax,0.001,0
22102,8,768,softplus,Adamax,0.01,0
22103,8,768,softplus,Adamax,0.1,0
22104,8,768,softplus,Adamax,1.0,0
22105,8,768,softplus,Adagrad,0.0001,0
22106,8,768,softplus,Adagrad,0.001,0
22107,8,768,softplus,Adagrad,0.01,0
22108,8,768,softplus,Adagrad,0.1,0
22109,8,768,softplus,Adagrad,1.0,0
22110,8,768,softplus,Nadam,0.0001,0
22111,8,768,softplus,Nadam,0.001,0
22112,8,768,softplus,Nadam,0.01,0
22113,8,768,softplus,Nadam,0.1,0
22114,8,768,softplus,Nadam,1.0,0
22115,8,768,softplus,Ftrl,0.0001,0
22116,8,768,softplus,Ftrl,0.001,0
22117,8,768,softplus,Ftrl,0.01,0
22118,8,768,softplus,Ftrl,0.1,0
22119,8,768,softplus,Ftrl,1.0,0
22120,8,768,softsign,SGD,0.0001,0
22121,8,768,softsign,SGD,0.001,0
22122,8,768,softsign,SGD,0.01,0
22123,8,768,softsign,SGD,0.1,0
22124,8,768,softsign,SGD,1.0,0
22125,8,768,softsign,RMSprop,0.0001,0
22126,8,768,softsign,RMSprop,0.001,0
22127,8,768,softsign,RMSprop,0.01,0
22128,8,768,softsign,RMSprop,0.1,0
22129,8,768,softsign,RMSprop,1.0,0
22130,8,768,softsign,Adam,0.0001,0
22131,8,768,softsign,Adam,0.001,0
22132,8,768,softsign,Adam,0.01,0
22133,8,768,softsign,Adam,0.1,0
22134,8,768,softsign,Adam,1.0,0
22135,8,768,softsign,Adadelta,0.0001,0
22136,8,768,softsign,Adadelta,0.001,0
22137,8,768,softsign,Adadelta,0.01,0
22138,8,768,softsign,Adadelta,0.1,0
22139,8,768,softsign,Adadelta,1.0,0
22140,8,768,softsign,Adamax,0.0001,0
22141,8,768,softsign,Adamax,0.001,0
22142,8,768,softsign,Adamax,0.01,0
22143,8,768,softsign,Adamax,0.1,0
22144,8,768,softsign,Adamax,1.0,0
22145,8,768,softsign,Adagrad,0.0001,0
22146,8,768,softsign,Adagrad,0.001,0
22147,8,768,softsign,Adagrad,0.01,0
22148,8,768,softsign,Adagrad,0.1,0
22149,8,768,softsign,Adagrad,1.0,0
22150,8,768,softsign,Nadam,0.0001,0
22151,8,768,softsign,Nadam,0.001,0
22152,8,768,softsign,Nadam,0.01,0
22153,8,768,softsign,Nadam,0.1,0
22154,8,768,softsign,Nadam,1.0,0
22155,8,768,softsign,Ftrl,0.0001,0
22156,8,768,softsign,Ftrl,0.001,0
22157,8,768,softsign,Ftrl,0.01,0
22158,8,768,softsign,Ftrl,0.1,0
22159,8,768,softsign,Ftrl,1.0,0
22160,8,768,tanh,SGD,0.0001,0
22161,8,768,tanh,SGD,0.001,0
22162,8,768,tanh,SGD,0.01,0
22163,8,768,tanh,SGD,0.1,0
22164,8,768,tanh,SGD,1.0,0
22165,8,768,tanh,RMSprop,0.0001,0
22166,8,768,tanh,RMSprop,0.001,0
22167,8,768,tanh,RMSprop,0.01,0
22168,8,768,tanh,RMSprop,0.1,0
22169,8,768,tanh,RMSprop,1.0,0
22170,8,768,tanh,Adam,0.0001,0
22171,8,768,tanh,Adam,0.001,0
22172,8,768,tanh,Adam,0.01,0
22173,8,768,tanh,Adam,0.1,0
22174,8,768,tanh,Adam,1.0,0
22175,8,768,tanh,Adadelta,0.0001,0
22176,8,768,tanh,Adadelta,0.001,0
22177,8,768,tanh,Adadelta,0.01,0
22178,8,768,tanh,Adadelta,0.1,0
22179,8,768,tanh,Adadelta,1.0,0
22180,8,768,tanh,Adamax,0.0001,0
22181,8,768,tanh,Adamax,0.001,0
22182,8,768,tanh,Adamax,0.01,0
22183,8,768,tanh,Adamax,0.1,0
22184,8,768,tanh,Adamax,1.0,0
22185,8,768,tanh,Adagrad,0.0001,0
22186,8,768,tanh,Adagrad,0.001,0
22187,8,768,tanh,Adagrad,0.01,0
22188,8,768,tanh,Adagrad,0.1,0
22189,8,768,tanh,Adagrad,1.0,0
22190,8,768,tanh,Nadam,0.0001,0
22191,8,768,tanh,Nadam,0.001,0
22192,8,768,tanh,Nadam,0.01,0
22193,8,768,tanh,Nadam,0.1,0
22194,8,768,tanh,Nadam,1.0,0
22195,8,768,tanh,Ftrl,0.0001,0
22196,8,768,tanh,Ftrl,0.001,0
22197,8,768,tanh,Ftrl,0.01,0
22198,8,768,tanh,Ftrl,0.1,0
22199,8,768,tanh,Ftrl,1.0,0
22200,8,768,elu,SGD,0.0001,0
22201,8,768,elu,SGD,0.001,0
22202,8,768,elu,SGD,0.01,0
22203,8,768,elu,SGD,0.1,0
